Principal Component 108,59 31,00 31,59 00,00 04,40 40,72 00,00 50,04 02,51 00,40 53,50 00,33 24,58 31,58 48,69 01,45 40,42 08,50 48,71 00,00 41,75 08,66 28,41 40,24 08,75 05,41 55,70 00,40 42,05 00,00 02,65 00,66 59,01 48,44 00,31 41,49 40,33 48,56 00,51 40,54 24,11 00,00 59,51 41,00 64,51 31,48 33,48 08,73 03,00 51,19 40,46 40,00 66,73 00,00 74,00 28,53 31,01 31,00 52,55 31,33 74,40 55,79 00,21 45,57 00,08 41,52 54,03 49,50 04,23 44,35 48,56 50,29 01,55 08,01 76,57 33,55 41,41 41,00 29,04 41,49 08,45 50,33 45,24 00,33 55,50 53,25 03,01 51,55 52,41 50,43 56,50 42,66 58,76 31,74 01,02 74,08 56,25 44,31 31,74 13,48 40
Principal Component 109,72 00,59 00,52 00,48 55,65 00,71 00,41 59,66 00,33 24,08 41,04 48,28 43,01 48,24 20,01 24,50 48,54 00,01 41,73 03,30 00,59 75,08 57,55 08,00 38,59 50,38 00,00 01,24 48,40 50,74 48,50 08,05 48,57 48,75 48,73 00,00 75,25 03,48 01,70 41,00 72,24 50,04 00,56 42,09 48,66 41,45 33,50 40,72 47,70 00,24 24,31 48,10 72,05 01,03 49,40 01,44 03,00 74,44 00,56 53,48 43,42 48,01 44,35 68,00 09,00 45,68 45,29 48,65 48,02 00,21 45,78 00,01 74,53 58,35 50,55 48,57 58,01 45,00 59,50 43,01 75,09 00,55 54,29 45,74 66,48 23,48 42,53 01,33 74,01 76,46 00,33 48,40 72,55 00,00 03,59 09,00 10,50 68,24 33,64 24,24 10
Principal Component 110,40 40,59 00,50 00,01 24,51 00,50 40,66 72,04 01,75 05,00 59,35 48,55 08,19 00,19 40,41 40,50 41,59 64,72 47,00 29,45 50,11 00,57 00,05 50,55 33,52 40,33 44,21 45,53 33,52 33,03 13,08 50,20 00,05 48,54 24,03 45,66 33,24 04,51 33,50 42,32 44,50 48,31 44,00 66,01 44,44 03,57 48,08 00,66 03,55 68,09 48,50 43,24 74,33 24,00 33,48 01,74 05,24 24,78 48,02 48,55 00,00 64,48 31,55 52,13 00,03 01,00 76,66 23,08 48,55 56,00 53,01 51,66 24,35 50,66 41,40 50,57 41,44 33,24 48,00 57,02 00,03 55,01 48,00 75,41 56,74 48,00 03,33 03,68 50,24 10,00 04,58 48,55 55,24 64,53 55,00 50,52 52,00 55,05 03,51 43,24 66
Principal Component 111,51 00,57 00,69 00,56 56,41 03,50 52,55 08,38 00,56 53,01 24,30 00,00 38,50 50,51 40,48 55,00 74,78 00,01 74,01 44,08 50,41 01,08 48,50 42,43 48,57 48,00 30,45 04,40 48,41 41,57 57,42 48,74 24,64 24,01 75,08 41,74 09,40 04,05 00,48 23,05 48,00 68,53 40,41 56,48 01,00 69,13 33,66 41,48 43,51 68,52 51,44 00,57 41,50 56,74 66,00 20,48 45,48 42,00 49,33 77,41 47,43 56,55 40,47 48,04 74,75 68,44 03,00 45,13 00,43 40,53 33,08 00,56 41,10 33,73 08,01 42,55 53,44 72,03 44,15 33,03 52,31 40,04 01,50 00,74 41,48 44,66 40,49 00,41 48,23 44,01 50,42 40,24 08,56 33,73 48,01 72,40 01,78 48,74 03,63 00,24 02
Principal Component 112,59 00,40 40,66 00,66 28,71 00,66 59,55 08,01 24,56 57,52 51,40 53,50 42,50 52,68 45,31 44,48 48,32 44,00 20,00 41,50 50,00 05,41 40,45 04,40 48,33 44,04 01,41 01,51 68,70 00,50 00,59 50,54 00,20 00,66 73,66 58,01 42,73 03,01 00,59 58,08 00,77 39,08 42,49 40,78 45,53 56,35 68,56 56,78 48,30 00,15 33,35 44,48 47,57 48,74 45,01 48,51 50,52 00,48 40,58 48,66 33,39 75,59 31,66 57,49 08,41 03,03 42,33 00,74 00,53 39,40 45,68 40,00 70,66 72,41 33,00 39,03 45,04 04,74 24,64 24,05 45,00 59,05 05,41 50,76 23,30 30,00 31,73 49,59 66,24 39,72 44,10 33,75 33,73 00,77 00,44 24,00 03,29 75,68 00,41 59,66 23
Principal Component 113,40 40,66 59,53 00,53 33,28 43,66 28,50 43,52 33,50 40,55 33,00 20,10 72,24 50,41 40,51 33,00 01,00 50,66 73,00 52,41 08,55 08,56 33,46 04,50 33,74 05,59 64,00 44,44 39,75 08,66 58,10 33,68 45,51 43,35 68,73 03,66 44,55 47,55 00,41 55,74 08,56 42,09 00,50 41,14 00,08 41,24 01,00 51,03 45,42 40,03 55,42 48,48 40,31 40,58 01,59 59,48 42,03 49,66 00,50 51,00 56,24 02,50 48,00 30,04 66,48 49,29 00,40 49,52 40,56 47,55 68,57 33,51 52,40 72,24 04,08 04,57 41,39 74,03 41,78 45,08 57,50 56,30 48,74 00,01 51,40 41,48 33,48 03,66 57,29 75,41 75,57 40,44 29,44 01,51 56,66 66,00 38,52 43,53 39,08 42,05 48
Principal Component 114,00 01,40 40,57 00,51 00,00 04,42 08,01 24,20 00,69 01,56 53,72 00,01 72,48 29,52 50,41 40,09 00,30 00,72 44,00 69,21 45,02 48,30 48,24 02,40 48,29 01,10 72,48 39,04 00,33 48,51 52,46 04,69 00,24 01,56 57,08 75,58 48,50 08,01 58,40 41,10 00,29 00,00 38,50 51,74 48,45 04,40 42,38 00,70 41,24 64,00 03,55 57,42 41,41 41,04 01,43 56,78 48,65 00,52 00,00 30,28 00,00 05,01 57,04 02,53 56,03 01,01 44,48 50,52 52,59 00,76 05,01 56,50 48,51 66,66 33,03 13,64 24,50 64,00 02,58 66,32 44,24 48,78 29,24 44,00 56,51 40,56 50,31 42,40 01,52 76,00 58,01 00,57 42,02 74,79 00,47 48,56 52,00 64,01 45,53 58,31 44
Principal Component 115,40 40,66 00,45 04,53 00,00 04,66 72,59 75,71 00,11 00,64 00,68 00,24 48,41 59,48 48,41 40,53 53,70 00,57 48,00 02,01 75,19 00,00 41,08 48,04 48,02 48,00 73,18 00,45 40,66 47,00 74,13 00,53 40,24 04,59 59,24 74,40 42,68 05,03 48,14 00,33 48,55 00,56 56,66 39,00 33,08 00,01 00,45 01,00 28,66 24,29 01,03 00,51 40,00 52,01 74,00 10,04 01,59 74,05 00,04 04,38 00,59 31,66 30,33 05,24 01,44 40,46 04,74 03,00 56,08 41,41 56,03 01,66 46,50 66,66 10,41 01,58 00,44 29,48 01,24 24,41 47,55 55,35 00,59 40,75 03,68 57,41 03,44 03,52 50,00 64,57 42,59 05,51 66,04 66,45 00,04 02,03 64,01 72,53 55,46 40,48 40
Principal Component 116,53 00,66 00,71 00,52 40,40 53,70 00,34 24,01 48,51 40,50 52,04 02,00 01,50 43,04 04,50 40,57 00,24 08,40 48,57 57,50 08,08 74,57 41,33 77,56 57,09 00,03 13,48 33,51 68,48 47,10 00,41 55,72 47,77 39,50 48,38 48,35 68,20 00,24 10,51 43,48 39,29 05,59 50,56 56,00 05,51 00,56 00,00 59,01 00,57 48,79 00,55 48,53 56,77 00,02 48,03 44,03 45,28 00,59 64,66 30,66 10,32 00,40 49,03 74,53 43,53 55,48 03,75 00,08 04,78 48,74 24,59 74,48 02,05 05,68 33,00 10,39 75,21 45,01 66,55 40,00 39,53 78,65 48,55 08,03 50,08 50,49 75,01 56,30 40,49 39,68 40,55 56,50 66,52 48,48 69,24 66,66 47,04 00,46 44,50 38,04 03
Principal Component 117,51 00,57 00,56 00,72 48,40 40,65 00,00 40,48 03,09 48,21 45,24 40,66 44,00 05,00 74,30 48,59 31,45 04,72 00,50 40,09 00,55 08,51 52,72 44,58 00,08 00,74 24,58 01,04 01,00 31,52 52,52 50,00 44,56 53,00 56,53 48,57 56,50 01,48 43,48 55,70 00,31 42,50 68,72 03,71 00,41 31,45 31,02 00,66 41,52 68,77 00,29 05,24 50,10 01,45 40,24 08,41 40,04 48,45 78,03 44,50 42,66 05,55 20,50 53,72 47,48 01,40 08,57 68,33 48,77 39,28 00,08 57,57 43,52 40,56 51,04 04,00 42,32 44,31 44,08 42,74 08,50 50,58 31,44 29,41 33,74 51,57 50,44 03,51 66,76 66,39 44,50 51,08 01,68 45,66 45,49 00,00 53,00 75,49 31,42 48,00 50
Principal Component 118,40 53,40 48,48 48,28 43,24 40,41 01,50 52,69 00,01 74,00 52,40 08,66 39,08 74,44 38,51 00,21 45,52 52,46 04,55 08,53 33,49 03,41 08,69 01,59 75,78 00,00 05,03 45,40 40,52 33,40 38,29 05,52 00,53 57,55 33,53 43,00 69,09 00,53 56,40 50,40 55,51 33,56 57,03 55,00 09,66 45,41 59,66 72,49 08,65 00,72 00,59 47,50 41,48 40,00 41,04 00,50 43,00 55,56 41,41 39,00 50,08 41,48 08,40 04,04 48,24 10,39 44,53 53,03 49,24 20,53 55,74 41,75 05,33 48,24 48,41 56,00 57,39 48,56 33,41 57,03 64,49 40,74 21,03 44,50 33,51 43,51 68,41 38,52 51,40 42,55 53,51 53,18 00,55 56,00 03,72 48,68 42,50 08,48 29,41 23,00 40
Principal Component 119,10 00,40 40,50 40,70 41,28 00,65 48,00 04,51 00,14 00,28 43,24 20,04 02,30 00,40 42,75 00,55 08,38 00,33 77,56 56,64 00,57 48,04 48,20 00,52 40,66 44,24 08,48 01,77 39,52 52,48 29,72 48,05 00,00 08,66 66,48 23,54 00,24 00,53 56,41 40,24 50,54 24,48 43,00 39,01 48,11 00,68 00,08 74,00 30,41 59,00 31,50 42,00 38,40 53,00 40,50 08,49 03,31 41,73 03,10 33,00 09,57 57,74 48,59 59,24 66,04 04,56 57,08 01,29 05,53 57,34 00,77 00,20 08,57 40,09 48,00 20,05 05,00 53,33 00,59 40,58 01,03 49,48 40,01 24,15 33,08 00,75 20,01 51,57 00,13 31,45 40,00 65,66 45,10 72,57 47,52 68,78 00,56 40,66 42,66 38,41 55
Principal Component 120,66 59,66 28,66 73,00 38,51 00,77 00,48 29,66 58,00 50,38 00,30 00,34 24,57 48,35 50,00 10,59 64,42 48,44 73,11 00,00 05,53 53,59 75,01 00,09 00,00 30,00 64,74 48,24 66,50 48,73 08,04 04,52 00,35 48,66 05,40 72,43 48,08 41,01 48,50 42,41 33,03 44,69 00,59 66,32 00,00 52,72 47,38 48,46 44,41 43,03 00,41 55,51 51,41 75,56 50,73 03,66 57,50 28,66 15,01 44,75 08,24 74,05 00,45 50,57 41,48 48,30 48,77 46,48 42,45 33,48 41,01 45,05 05,75 00,24 44,66 56,63 00,00 33,48 43,42 40,03 41,74 00,66 01,53 40,48 23,40 30,74 05,01 41,04 01,69 01,02 75,74 04,66 38,19 40,66 66,25 48,75 05,58 00,31 49,66 41,55 68
Principal Component 121,50 40,52 40,05 48,41 03,34 24,66 00,66 59,74 48,53 33,52 33,01 74,66 41,55 33,24 02,71 00,51 33,50 33,56 33,01 45,20 00,38 48,52 51,02 48,70 41,00 75,41 33,72 00,40 50,50 08,48 29,66 73,64 00,24 66,66 28,57 41,14 00,66 58,35 50,48 48,44 03,00 74,35 48,50 52,00 51,01 51,24 44,08 00,00 69,03 55,57 33,69 00,01 42,52 52,43 48,65 00,44 33,00 09,68 00,50 50,51 68,31 42,29 45,24 53,01 58,48 69,41 55,40 01,53 57,66 57,01 76,50 53,68 57,75 48,78 00,56 53,51 48,33 48,40 42,59 50,56 40,57 48,00 56,74 04,55 03,24 74,50 51,00 40,50 64,05 03,79 46,75 00,48 72,03 52,44 01,42 42,56 46,48 33,48 39,01 48,19 40
Principal Component 122,28 43,40 40,03 48,01 72,75 48,29 01,33 24,20 00,70 41,34 24,50 43,48 55,53 33,53 00,00 75,72 47,44 38,52 33,57 00,41 40,56 00,00 49,72 44,10 72,55 33,45 50,53 40,33 44,66 73,66 59,48 39,56 33,75 03,30 48,24 10,31 48,33 77,43 56,57 57,51 33,75 00,55 48,00 10,13 00,19 00,00 73,00 55,55 57,41 48,56 56,65 00,55 47,08 57,52 00,43 40,69 01,50 33,31 40,29 03,42 08,01 49,50 42,52 76,57 47,72 63,03 00,66 05,79 74,59 64,40 75,72 48,50 01,00 57,48 01,66 66,00 74,40 42,73 49,21 44,01 41,45 00,41 33,32 44,44 03,51 43,03 64,77 00,31 44,49 40,50 48,18 00,53 48,73 48,41 44,74 20,29 48,64 64,50 41,58 50,15 33
Principal Component 123,28 43,30 00,00 38,59 00,00 01,00 30,38 00,50 52,53 00,48 33,41 03,59 59,14 00,70 41,50 08,48 01,50 00,45 04,02 48,41 08,24 10,00 74,56 00,00 44,40 40,77 00,68 00,48 39,66 66,40 48,66 59,48 03,05 50,65 00,00 59,72 47,57 00,52 51,24 40,01 42,51 68,00 57,41 75,00 09,66 73,01 10,03 48,01 51,50 01,48 74,41 56,66 41,01 72,10 33,20 00,45 40,03 00,05 48,29 05,03 01,08 00,75 03,40 53,74 47,40 49,58 00,00 05,59 47,02 00,21 44,78 00,42 08,73 49,72 48,41 48,24 66,29 01,45 00,03 44,56 41,34 24,44 01,72 40,31 48,66 47,66 46,08 04,05 33,75 09,01 74,08 74,51 41,51 51,57 48,53 78,66 49,52 52,01 57,66 58,59 40
Principal Component 124,50 40,51 00,59 31,33 77,69 00,72 47,00 38,33 24,50 43,10 72,03 64,11 00,50 41,30 00,00 31,00 69,56 56,55 08,66 28,00 30,56 57,00 33,08 75,70 00,38 00,45 50,52 40,10 33,48 08,10 01,66 59,51 43,69 01,24 01,50 52,24 48,48 48,35 50,52 51,04 00,00 44,53 55,24 02,54 00,45 03,64 74,57 57,00 10,48 05,56 42,41 23,74 48,24 24,24 44,50 04,00 64,24 50,10 75,35 48,00 01,58 31,03 13,00 73,19 40,55 56,31 48,66 73,64 33,08 56,24 64,24 53,55 57,05 48,15 33,66 57,02 48,48 03,74 47,24 33,48 39,77 46,34 24,66 47,77 33,46 04,56 46,55 52,01 24,00 32,47 53,03 48,48 72,41 44,66 58,66 72,74 54,58 66,48 69,13 31,47 00
Principal Component 125,40 40,66 00,11 00,53 33,08 74,69 00,52 33,40 04,30 48,54 00,55 33,38 48,00 04,29 05,71 00,74 48,51 40,51 33,24 10,03 55,74 05,50 33,56 00,34 24,59 59,64 24,01 42,72 47,56 33,00 38,00 75,00 30,50 50,41 40,00 44,00 29,03 45,24 24,64 00,45 04,24 40,00 55,30 00,40 08,75 05,15 33,54 24,53 40,05 48,57 33,00 03,48 29,02 00,41 55,72 40,59 47,03 64,00 01,52 00,48 08,77 00,63 00,38 00,33 77,78 00,50 04,75 00,48 45,24 50,48 69,00 56,00 53,66 44,66 41,09 00,00 42,10 75,24 44,08 75,64 64,31 44,50 52,25 48,23 45,10 33,00 57,03 48,40 74,79 46,74 47,00 28,75 47,45 33,10 01,57 41,31 48,48 03,01 44,59 64,41 32
Principal Component 126,28 43,55 08,59 00,38 48,00 44,40 40,00 50,51 00,48 03,41 08,64 00,66 72,40 42,44 39,09 00,54 00,66 39,50 52,45 04,53 56,01 74,56 53,41 43,48 55,08 50,45 50,50 68,44 01,51 68,13 00,41 01,55 68,74 05,57 57,68 05,68 00,59 64,24 50,04 74,55 55,63 00,14 00,10 00,41 55,04 00,66 28,68 57,75 66,00 57,73 08,55 48,41 40,66 24,73 03,33 48,48 48,44 24,31 44,35 00,70 41,55 52,00 04,10 72,58 09,24 02,21 41,66 42,40 50,45 00,52 00,72 42,53 40,44 73,05 48,73 42,49 00,00 66,42 48,50 04,48 44,51 53,52 51,50 45,31 40,55 20,48 33,34 00,39 74,48 42,45 39,08 74,40 30,00 72,57 42,01 24,59 47,74 66,56 56,20 73,58 48
Principal Component 127,45 04,75 00,54 00,57 00,34 24,28 43,00 33,00 44,24 66,59 59,20 00,52 33,53 33,51 33,71 00,55 33,09 48,00 50,40 53,24 01,48 39,56 00,52 00,70 00,40 42,75 08,35 50,57 48,21 45,56 33,19 40,59 64,33 24,00 41,48 33,33 05,35 00,75 47,52 40,59 75,66 47,00 01,50 33,24 24,59 00,00 29,72 48,64 00,74 24,00 45,00 42,03 55,05 00,08 48,40 55,66 00,41 01,55 20,51 40,35 48,78 48,45 31,03 48,00 40,49 39,44 39,48 48,66 30,66 28,50 40,51 00,33 45,08 57,59 33,48 03,08 56,10 01,00 05,48 31,45 64,75 20,48 35,20 72,23 45,47 00,31 42,55 40,33 50,43 43,28 00,73 49,00 58,70 41,31 41,08 41,68 41,53 56,45 29,48 47,58 66
Principal Component 128,28 43,45 04,11 00,21 45,51 00,00 04,01 42,10 00,72 47,00 41,24 10,49 03,66 59,66 39,57 48,24 02,20 00,59 31,72 44,00 73,50 00,13 00,70 00,44 01,59 47,48 43,41 03,00 20,50 43,24 50,04 02,66 73,09 00,74 47,01 72,75 47,48 23,50 42,29 47,00 10,40 55,40 49,68 45,24 01,00 68,58 00,66 41,00 72,66 28,03 13,08 42,24 40,49 00,75 48,45 50,28 00,74 02,66 58,03 45,76 05,56 42,35 68,08 50,29 75,49 40,24 00,69 00,59 00,00 39,13 33,52 00,74 05,74 13,78 29,00 31,52 40,00 28,74 48,29 01,24 74,55 08,21 44,00 57,53 58,41 08,57 58,08 74,00 75,50 04,24 04,10 72,35 48,50 40,41 56,66 00,02 00,59 66,55 54,53 55,29 45
Principal Component 129,50 40,52 40,00 04,56 53,51 00,00 38,53 48,71 00,45 48,18 00,28 43,04 02,59 64,38 00,66 66,72 48,59 00,00 44,48 55,66 72,00 30,57 56,41 01,31 44,69 01,33 48,55 68,70 00,14 00,59 59,00 45,03 48,09 00,66 00,30 00,50 04,00 50,09 48,00 28,41 56,40 08,24 20,48 48,32 44,01 72,44 39,75 08,56 00,10 01,03 45,41 59,08 01,41 41,53 33,29 01,45 01,03 41,73 08,00 57,55 33,24 48,49 08,00 68,03 04,00 10,79 46,04 01,49 00,40 50,35 44,03 55,74 13,52 33,41 57,56 48,19 40,56 41,10 75,57 40,08 48,00 66,04 45,00 42,50 50,19 00,44 43,51 33,23 45,13 33,03 49,01 42,51 66,35 48,48 47,55 41,39 48,43 03,55 38,44 29,08 57
Principal Component 130,28 43,66 72,00 38,00 50,00 30,59 31,32 44,31 44,33 44,30 00,40 48,08 00,38 00,41 55,35 44,01 24,52 33,72 44,53 33,00 04,00 41,48 72,55 33,42 08,68 05,50 33,00 31,51 33,40 38,08 42,01 48,51 66,57 00,24 08,00 40,24 50,56 56,00 68,48 69,01 44,58 31,72 00,55 40,50 66,14 00,01 74,66 03,57 33,49 40,79 00,57 41,75 08,53 00,68 57,53 43,00 72,44 43,48 45,31 42,55 08,10 72,66 33,66 00,75 04,42 48,66 24,66 41,68 40,00 64,41 38,66 47,78 79,78 29,66 44,56 00,40 24,43 48,50 50,01 66,38 41,53 53,00 05,56 40,66 40,50 28,51 51,74 48,03 03,45 04,03 44,56 33,51 40,45 00,38 48,48 03,66 30,33 05,42 01,50 38,48 41
Principal Component 131,45 04,33 77,50 00,20 00,51 52,01 74,75 00,48 48,52 50,66 66,52 40,00 10,00 74,21 45,57 00,28 43,03 48,56 56,29 00,77 33,00 20,79 00,10 75,00 09,41 01,58 01,45 33,00 52,74 05,77 74,74 48,70 41,50 40,24 66,59 31,48 08,66 47,52 68,00 50,75 47,74 49,01 49,55 03,66 41,05 48,31 41,30 48,55 48,59 00,19 00,52 52,57 40,74 09,50 51,05 50,00 49,75 48,59 64,41 41,78 79,74 68,50 53,00 69,59 74,15 33,41 39,68 01,09 01,04 48,28 75,57 56,51 41,56 40,66 59,18 00,53 43,24 48,46 53,55 68,09 00,01 45,11 00,77 00,09 50,35 33,68 45,66 40,29 45,00 53,46 48,08 75,75 30,79 05,45 50,56 51,74 33,41 55,55 52,32 44,57 57
Principal Component 132,28 43,40 42,33 77,11 00,45 04,03 64,08 41,77 00,50 52,59 00,09 48,50 40,55 00,04 01,24 04,48 05,48 29,51 68,52 40,59 74,66 00,57 40,50 48,52 51,66 40,44 03,29 01,41 23,71 00,58 48,03 01,00 02,09 00,50 42,00 29,56 53,53 43,66 44,66 45,64 24,01 72,50 00,64 74,43 56,48 33,64 33,56 00,29 47,59 40,55 57,56 40,74 50,57 56,50 68,50 28,51 56,40 32,00 64,74 03,58 01,54 00,43 55,40 72,48 39,55 40,68 02,41 08,66 41,66 03,41 43,68 01,51 48,75 04,77 33,24 50,49 40,41 44,50 41,01 42,45 00,00 59,11 40,53 33,04 48,41 02,45 33,20 08,55 33,10 33,01 44,42 48,57 57,40 53,57 47,43 50,55 55,00 56,44 44,66 72,03 45
Principal Component 133,45 04,00 04,52 51,53 00,50 52,51 68,30 48,55 08,59 75,08 00,00 33,01 41,20 00,73 03,01 48,50 42,24 24,40 42,31 48,00 38,04 02,08 57,55 48,65 48,28 43,30 00,28 00,03 49,41 01,57 00,24 10,08 01,50 00,41 55,00 28,75 47,77 46,42 08,40 08,00 59,35 48,45 50,00 10,00 41,40 50,09 48,54 24,38 00,04 74,72 40,79 00,00 49,50 40,35 50,48 43,76 46,00 30,74 49,50 41,40 41,24 08,46 48,66 05,33 50,46 04,04 45,19 40,41 41,04 48,74 40,10 33,08 56,55 41,33 55,05 41,66 38,72 47,24 33,00 64,01 76,44 33,21 45,51 52,68 41,29 47,50 03,45 31,66 42,24 64,41 23,08 48,48 29,78 29,43 50,51 56,74 47,51 33,00 66,74 04,52 33
Principal Component 134,45 04,00 04,50 08,50 43,40 53,40 04,00 28,53 43,42 48,23 45,03 41,10 33,24 20,00 05,72 48,05 50,41 33,48 55,51 48,50 48,14 00,19 00,04 02,75 47,31 48,00 69,52 43,08 00,53 55,48 39,03 64,18 00,01 48,40 01,01 74,10 00,51 00,51 43,58 01,24 44,05 33,00 45,66 73,59 50,53 57,32 00,08 01,01 49,40 72,49 08,59 74,45 01,01 44,41 03,24 50,74 05,42 40,59 41,48 42,13 31,44 03,29 47,32 44,02 75,44 43,03 44,56 40,77 00,01 75,33 24,66 40,48 47,56 56,42 18,69 01,03 03,05 48,15 33,64 74,31 44,70 00,28 00,73 49,24 00,59 43,59 58,50 50,66 59,01 42,03 55,49 42,75 09,00 49,41 23,00 75,77 08,24 33,53 00,33 45,68 72
Principal Component 135,51 00,53 00,59 00,10 72,45 04,75 00,00 05,50 52,24 40,64 00,72 47,41 41,41 43,70 41,40 41,14 00,24 48,40 04,00 58,00 75,03 64,53 48,04 00,31 41,50 04,68 00,34 24,00 20,00 41,52 51,05 50,00 40,44 38,53 40,00 45,21 41,79 00,24 66,33 48,66 40,08 75,74 24,03 03,00 64,40 44,41 02,10 75,75 08,71 00,40 32,00 43,74 48,48 48,68 40,74 47,41 44,42 48,66 41,50 00,54 24,74 49,46 44,00 08,08 00,00 30,24 44,66 00,78 79,33 05,75 47,51 68,24 01,70 70,64 64,50 01,00 29,39 75,05 03,45 32,59 64,56 41,40 55,51 40,40 08,57 42,40 38,44 09,42 41,04 74,20 73,74 40,48 29,01 72,03 45,00 57,56 48,41 42,02 75,73 59,08 57
Principal Component 136,11 00,33 77,70 41,45 04,03 64,57 00,10 00,33 48,33 05,24 08,55 00,65 00,31 41,00 58,09 00,58 00,49 40,00 41,64 00,00 45,41 08,55 33,64 33,75 08,53 33,66 45,39 75,52 33,64 74,10 33,08 42,51 41,03 03,00 75,41 02,41 43,00 04,77 33,04 02,52 52,20 72,49 03,24 20,46 04,54 00,33 55,51 33,40 01,69 01,38 48,44 43,00 43,74 33,48 03,00 50,31 42,31 44,77 46,24 00,44 38,50 04,08 04,75 57,35 68,40 48,32 44,66 46,48 55,57 56,08 57,05 50,00 28,42 08,57 42,29 75,68 40,57 48,66 44,69 20,08 56,31 48,46 44,78 48,35 48,04 01,01 75,48 23,48 01,66 10,00 57,76 23,64 64,75 75,72 65,09 48,31 40,52 00,00 31,79 46,40 53
Principal Component 137,66 66,03 64,28 43,48 48,21 45,34 24,55 08,66 72,00 04,40 04,51 68,48 29,57 00,19 00,42 48,19 40,24 66,48 01,35 48,04 04,52 51,75 00,14 00,50 52,00 05,66 44,13 31,64 74,41 41,54 00,50 00,41 59,24 08,79 00,02 48,51 40,41 02,09 48,69 00,53 48,48 33,24 64,64 33,08 75,04 02,56 57,66 59,50 42,73 03,20 00,48 45,03 04,00 28,50 48,45 33,03 41,00 74,40 72,03 44,03 13,77 39,54 24,63 00,40 41,72 40,46 04,24 48,01 45,72 48,09 00,24 50,41 32,58 00,42 40,40 32,68 00,18 00,31 42,24 24,44 43,45 01,77 46,20 72,01 42,48 02,50 04,08 57,66 39,42 08,05 05,66 24,01 44,35 68,05 50,33 48,04 66,59 50,55 53,24 10,78 45
Principal Component 138,01 42,41 03,68 00,51 48,00 42,33 77,51 50,03 51,03 64,48 29,64 00,48 48,59 50,03 52,00 41,42 08,00 33,00 51,30 00,41 23,70 41,00 38,58 48,00 56,51 40,59 64,44 03,03 50,50 04,40 40,38 00,78 01,00 31,50 48,00 10,41 08,52 40,10 00,46 04,24 00,66 45,53 40,31 41,05 00,03 41,33 05,51 52,45 04,33 43,74 48,00 30,02 48,01 41,04 01,31 48,72 44,64 33,72 48,57 48,21 45,75 00,57 57,66 05,42 48,41 02,08 57,73 03,66 38,51 66,28 00,74 00,40 48,29 45,64 74,51 00,59 00,40 55,68 02,05 41,59 74,57 68,56 00,08 48,74 01,24 08,79 00,03 00,24 02,50 68,00 50,50 41,66 73,77 33,01 74,10 75,41 33,56 56,10 55,52 68,44 33
Principal Component 139,03 64,40 42,50 41,02 48,00 01,57 48,64 74,64 33,64 00,48 33,78 48,09 48,41 02,51 00,71 00,48 01,24 10,00 20,04 04,52 40,66 59,46 04,75 05,00 52,73 03,34 00,44 33,53 00,51 52,48 29,40 48,77 46,56 46,52 50,03 49,58 00,50 00,00 10,56 57,56 56,66 66,18 00,41 56,04 48,00 45,66 00,64 64,32 44,31 44,08 57,50 40,41 42,40 08,65 48,45 04,76 46,00 44,28 00,34 24,41 43,24 20,66 73,77 39,05 50,64 56,08 50,57 46,72 00,79 46,53 56,09 00,01 68,66 46,64 24,50 04,48 05,70 00,31 48,73 49,55 48,05 05,72 52,54 24,66 58,41 33,00 29,04 66,55 56,64 01,24 08,00 56,64 75,29 44,56 41,64 68,00 31,41 57,66 41,33 45,68 46
Principal Component 140,00 05,03 64,33 77,11 00,57 00,28 43,53 48,05 48,04 04,01 42,64 33,64 74,41 02,08 00,41 01,77 39,79 00,66 59,38 48,28 00,33 24,77 46,29 00,58 00,00 49,00 50,00 41,63 00,64 00,74 03,05 05,33 00,48 43,75 00,09 48,00 40,35 00,24 20,32 00,64 01,31 48,04 74,44 01,72 03,48 69,66 28,10 33,66 39,50 40,10 72,76 46,50 41,01 41,00 53,59 74,44 39,51 51,74 66,00 42,34 00,35 48,33 74,19 40,48 08,54 24,77 33,59 59,30 48,50 04,75 66,33 45,56 53,45 32,50 08,45 39,08 48,42 43,78 79,18 41,64 57,59 75,57 01,64 56,66 58,64 03,56 50,58 48,13 33,03 50,00 43,53 01,50 56,77 00,79 46,40 42,19 00,41 41,40 50,20 74,08 75
Principal Component 141,45 04,38 48,04 04,66 66,03 48,77 39,65 48,01 72,09 00,29 01,13 00,05 05,53 56,24 00,77 46,00 39,53 00,53 33,33 24,40 42,50 08,50 04,46 04,42 48,52 33,44 38,11 00,44 39,24 20,58 00,51 48,00 40,41 55,20 72,55 33,31 44,02 48,51 00,51 33,72 48,56 57,00 53,50 41,40 38,59 31,48 39,66 39,01 51,50 33,74 00,68 05,24 44,56 42,59 00,76 46,03 03,03 13,00 74,03 41,08 56,49 08,00 38,00 56,55 57,24 01,05 03,34 00,32 44,77 57,33 44,68 57,53 68,51 66,72 63,05 33,24 08,51 68,75 47,00 51,68 66,03 72,50 00,41 03,02 41,56 33,40 72,76 05,33 00,00 32,48 03,59 50,51 50,19 40,19 00,52 43,08 01,29 03,40 09,68 51,79 00
